trial,leftId,rightId,ratL,ratR,Frame,endTime,choice,choiceTime
1.60E+01,1.80E+01,2.00E+01,4.80E+01,4.40E+01,2.00E+00,7.50E+00,-1.00E+00,4.15E-01
1.70E+01,1.60E+01,2.00E+01,9.00E+00,4.40E+01,1.00E+00,7.50E+00,1.00E+00,6.31E-01
1.80E+01,1.00E+01,3.00E+01,3.00E+01,1.00E+00,1.00E+00,7.50E+00,-1.00E+00,1.29E+00
1.90E+01,7.00E+00,3.20E+01,2.70E+01,3.80E+01,1.00E+00,7.50E+00,1.00E+00,7.11E-01
2.00E+01,3.00E+00,1.70E+01,2.10E+01,2.60E+01,2.00E+00,7.50E+00,-1.00E+00,1.35E+00
2.10E+01,nan,nan,nan,nan,nan,nan,nan,nan
2.20E+01,nan,nan,nan,nan,nan,nan,nan,nan
2.30E+01,nan,nan,nan,nan,nan,nan,nan,nan
2.40E+01,nan,nan,nan,nan,nan,nan,nan,nan
2.50E+01,nan,nan,nan,nan,nan,nan,nan,nan
2.60E+01,nan,nan,nan,nan,nan,nan,nan,nan
2.70E+01,nan,nan,nan,nan,nan,nan,nan,nan
2.80E+01,nan,nan,nan,nan,nan,nan,nan,nan
2.90E+01,nan,nan,nan,nan,nan,nan,nan,nan
3.00E+01,nan,nan,nan,nan,nan,nan,nan,nan
3.10E+01,nan,nan,nan,nan,nan,nan,nan,nan
3.20E+01,nan,nan,nan,nan,nan,nan,nan,nan
3.30E+01,nan,nan,nan,nan,nan,nan,nan,nan
3.40E+01,nan,nan,nan,nan,nan,nan,nan,nan
3.50E+01,nan,nan,nan,nan,nan,nan,nan,nan
3.60E+01,nan,nan,nan,nan,nan,nan,nan,nan
3.70E+01,nan,nan,nan,nan,nan,nan,nan,nan
3.80E+01,nan,nan,nan,nan,nan,nan,nan,nan
3.90E+01,nan,nan,nan,nan,nan,nan,nan,nan
4.00E+01,nan,nan,nan,nan,nan,nan,nan,nan
4.10E+01,nan,nan,nan,nan,nan,nan,nan,nan
4.20E+01,nan,nan,nan,nan,nan,nan,nan,nan
4.30E+01,nan,nan,nan,nan,nan,nan,nan,nan
4.40E+01,nan,nan,nan,nan,nan,nan,nan,nan
4.50E+01,nan,nan,nan,nan,nan,nan,nan,nan
4.60E+01,nan,nan,nan,nan,nan,nan,nan,nan
4.70E+01,nan,nan,nan,nan,nan,nan,nan,nan
4.80E+01,nan,nan,nan,nan,nan,nan,nan,nan
4.90E+01,nan,nan,nan,nan,nan,nan,nan,nan
5.00E+01,nan,nan,nan,nan,nan,nan,nan,nan
5.10E+01,nan,nan,nan,nan,nan,nan,nan,nan
5.20E+01,nan,nan,nan,nan,nan,nan,nan,nan
5.30E+01,nan,nan,nan,nan,nan,nan,nan,nan
5.40E+01,nan,nan,nan,nan,nan,nan,nan,nan
5.50E+01,nan,nan,nan,nan,nan,nan,nan,nan
5.60E+01,nan,nan,nan,nan,nan,nan,nan,nan
5.70E+01,nan,nan,nan,nan,nan,nan,nan,nan
5.80E+01,nan,nan,nan,nan,nan,nan,nan,nan
5.90E+01,nan,nan,nan,nan,nan,nan,nan,nan
6.00E+01,nan,nan,nan,nan,nan,nan,nan,nan
6.10E+01,nan,nan,nan,nan,nan,nan,nan,nan
6.20E+01,nan,nan,nan,nan,nan,nan,nan,nan
6.30E+01,nan,nan,nan,nan,nan,nan,nan,nan
6.40E+01,nan,nan,nan,nan,nan,nan,nan,nan
6.50E+01,nan,nan,nan,nan,nan,nan,nan,nan
6.60E+01,nan,nan,nan,nan,nan,nan,nan,nan
6.70E+01,nan,nan,nan,nan,nan,nan,nan,nan
6.80E+01,nan,nan,nan,nan,nan,nan,nan,nan
6.90E+01,nan,nan,nan,nan,nan,nan,nan,nan
7.00E+01,nan,nan,nan,nan,nan,nan,nan,nan
7.10E+01,nan,nan,nan,nan,nan,nan,nan,nan
7.20E+01,nan,nan,nan,nan,nan,nan,nan,nan
7.30E+01,nan,nan,nan,nan,nan,nan,nan,nan
7.40E+01,nan,nan,nan,nan,nan,nan,nan,nan
7.50E+01,nan,nan,nan,nan,nan,nan,nan,nan
7.60E+01,nan,nan,nan,nan,nan,nan,nan,nan
7.70E+01,nan,nan,nan,nan,nan,nan,nan,nan
7.80E+01,nan,nan,nan,nan,nan,nan,nan,nan
7.90E+01,nan,nan,nan,nan,nan,nan,nan,nan
